타파, 65, 158
타자, 82, 193
라가, 88, 192
다라, 95, 189
자차, 92, 152
자나, 63, 191
사아, 69, 140
마다, 54, 150
가하, 95, 179
가가, 88, 184
하아, 69, 148
타나, 43, 197
가가, 96, 141
나하, 64, 180
카가, 66, 148
가나, 58, 187
파라, 47, 199
타라, 97, 145
나파, 67, 142
사차, 68, 176
나하, 61, 188
라차, 68, 163
파가, 99, 140
마자, 87, 163
카라, 55, 161
마타, 97, 154
바라, 43, 169
하다, 96, 189
하사, 43, 172
사바, 42, 180
파파, 97, 164
사아, 49, 168
바카, 51, 198
마사, 66, 178
바차, 56, 143
하하, 76, 147
가바, 61, 196
사나, 40, 156
바카, 62, 199
사자, 57, 183
가바, 42, 140
사라, 88, 168
타자, 42, 171
파바, 90, 182
차나, 67, 172
라하, 66, 165
카타, 74, 164
나가, 58, 140
차다, 62, 166
바라, 98, 151
아바, 52, 190
가다, 56, 156
아카, 55, 177
바타, 81, 188
사마, 65, 143
사사, 69, 150
사다, 65, 149
나차, 96, 171
사마, 70, 176
카카, 89, 174
타자, 51, 184
카아, 71, 141
라카, 85, 173
아나, 44, 174
라카, 69, 140
타하, 60, 184
카타, 89, 187
하카, 57, 188
가차, 63, 154
사바, 56, 179
자차, 80, 183
다라, 96, 183
타차, 64, 187
바다, 79, 164
가하, 99, 172
자자, 57, 186
아라, 82, 189
사라, 55, 186
타하, 61, 160
가마, 93, 185
타마, 41, 193
라타, 83, 191
라사, 42, 173
카사, 70, 174
마다, 74, 198
차가, 71, 185
마사, 91, 182
자다, 46, 199
차아, 93, 170
다카, 77, 167
차자, 92, 192
자다, 73, 186
파하, 86, 141
차다, 70, 155
바마, 42, 186
다파, 59, 148
다마, 71, 154
라라, 81, 179
자카, 44, 162
가자, 62, 155
자자, 67, 150
하마, 79, 175
바하, 41, 192
다자, 45, 166
사가, 54, 167
바파, 57, 152
타사, 77, 188
라나, 82, 149
아나, 78, 166
사바, 70, 188
차바, 63, 174
마나, 80, 155
자파, 43, 154
타사, 49, 166
카타, 61, 179
라카, 45, 153
파타, 74, 158
마아, 74, 190
하마, 82, 156
파바, 75, 184
바바, 96, 174
라파, 85, 198
가카, 42, 168
다차, 59, 165
사나, 83, 158
가사, 41, 164
가라, 90, 182
나사, 65, 182
아차, 85, 159
아파, 70, 194
타타, 54, 141
자파, 65, 193
차아, 49, 194
차하, 58, 193
다파, 46, 141
다타, 87, 186
라가, 65, 152
사차, 49, 155
타라, 57, 189
하마, 95, 178
타사, 82, 171
타파, 42, 187
가사, 62, 189
차마, 76, 179
타사, 63, 176
아하, 89, 160
차카, 47, 161
파바, 62, 170
사마, 45, 196
바카, 60, 152
하아, 86, 159
마아, 57, 193
자타, 62, 174
카사, 55, 196
바나, 77, 146
타나, 68, 157
바라, 71, 177
자아, 88, 142
아자, 85, 199
나마, 80, 162
차하, 76, 140
바사, 83, 154
하바, 81, 149
다라, 49, 190
파나, 40, 180
나다, 73, 166
타다, 64, 151
마카, 66, 166
라사, 53, 155
타타, 65, 165
마아, 59, 194
다카, 80, 193
카나, 49, 184
차다, 82, 151
사차, 51, 190
아카, 72, 161
가나, 94, 144
마하, 91, 196
하아, 48, 184
바라, 40, 155
라다, 94, 175
다타, 63, 160
파마, 86, 153
가자, 59, 156
가카, 57, 140
나자, 57, 189
자다, 93, 181
다나, 67, 172
나라, 65, 168
카바, 42, 198
사아, 98, 175
아바, 47, 177
사다, 65, 165
자아, 91, 148
바자, 60, 179
마타, 91, 176
마라, 53, 174
타바, 52, 186
차아, 79, 165
라사, 61, 187
카카, 78, 186
가차, 92, 151
하아, 56, 186
파나, 44, 176
파카, 48, 149
마가, 98, 193
카사, 49, 144
가바, 63, 169
타마, 69, 163
카파, 70, 160
하바, 57, 169
타바, 69, 175
사나, 81, 161
사카, 79, 168
하가, 93, 140
카사, 83, 152
카아, 52, 148
차타, 81, 168
아바, 69, 178
타하, 98, 153
차카, 84, 161
아가, 62, 141
가카, 57, 183
타카, 95, 168
사라, 80, 199
자자, 75, 185
가파, 54, 147
라자, 45, 174
타자, 64, 173
차파, 66, 146
나하, 66, 183
차다, 73, 169
하차, 92, 189
타사, 74, 178
다가, 97, 154
자다, 77, 150
타하, 46, 171
바가, 70, 151
가나, 84, 140
마마, 60, 183
파나, 78, 156
파사, 96, 157
다타, 90, 186
라카, 81, 171
하마, 62, 166
나라, 54, 173
하바, 52, 175
타나, 80, 140
마마, 96, 191
하가, 96, 167
다나, 95, 193
타나, 63, 167
라다, 54, 173
아파, 91, 166
자사, 43, 140
하하, 69, 169
다하, 63, 164
차다, 87, 166
파차, 84, 191
다카, 97, 143
나사, 70, 159
아아, 79, 140
하타, 54, 141
파카, 74, 159
사자, 77, 196
마바, 62, 198
다자, 94, 170
아아, 89, 143
다마, 88, 172
라카, 76, 189
하마, 62, 178
파가, 49, 158
나마, 98, 167
하마, 40, 180
하다, 70, 181
타마, 80, 156
타하, 97, 175
카나, 77, 154
가라, 67, 141
아라, 67, 178
하카, 46, 191
다파, 60, 197
파차, 83, 162
타하, 72, 142
바차, 74, 192
파마, 56, 188
바다, 45, 161
타아, 68, 162
바아, 81, 188
타나, 55, 189
나아, 89, 164
나자, 48, 167
가다, 95, 176
라라, 64, 188
타라, 83, 151
아바, 48, 194
다차, 81, 195
마아, 62, 190
아라, 47, 171
타마, 94, 146
라차, 61, 189
카나, 99, 146
파하, 97, 150
바가, 85, 140
타카, 88, 150
라마, 71, 141
타아, 77, 146
파바, 82, 154
자바, 85, 186
사사, 65, 179
하차, 88, 180
하아, 77, 172
바카, 80, 142
가바, 78, 154
사다, 93, 155
다파, 82, 191
카사, 41, 178
파가, 89, 164
파카, 73, 198
차차, 50, 156
카바, 70, 155
타마, 95, 162
사자, 47, 171
다타, 88, 186
하타, 56, 170
타다, 41, 186
다다, 52, 142
아파, 92, 181
바아, 66, 183
바카, 44, 194
마나, 55, 181
마다, 43, 154
나타, 66, 166
바자, 82, 183
바하, 97, 146
자타, 76, 187
하타, 92, 152
아라, 76, 146
타자, 81, 170
나파, 42, 146
마아, 51, 168
다자, 49, 189
마라, 43, 146
자라, 65, 197
아카, 97, 180
나하, 97, 158
아아, 69, 152
타다, 72, 143
사라, 79, 142
다파, 57, 163
자하, 88, 163
차파, 42, 187
하타, 97, 169
타아, 72, 198
차하, 79, 171
바가, 66, 182
자아, 42, 153
타마, 61, 186
사카, 66, 190
자아, 91, 177
사자, 95, 173
가라, 47, 187
나다, 64, 165
바사, 48, 150
타마, 93, 174
자차, 71, 164
나아, 95, 193
사나, 89, 189
파아, 86, 164
아사, 84, 166
가아, 48, 142
마라, 76, 161
가라, 54, 179
파나, 76, 192
타카, 47, 182
차바, 90, 182
아마, 48, 148
사하, 75, 172
나마, 51, 192
파다, 60, 177
타가, 92, 175
자차, 93, 165
마나, 58, 140
사다, 98, 162
차바, 91, 181
바타, 40, 197
나타, 52, 165
가아, 44, 189
가라, 69, 146
다타, 63, 180
카사, 88, 180
나하, 94, 146
다마, 96, 151
바나, 51, 188
파마, 58, 184
자자, 62, 177
타가, 78, 165
라나, 72, 141
파아, 75, 174
아하, 82, 183
자가, 54, 189
가라, 97, 178
차다, 48, 150
마파, 54, 186
카타, 87, 174
나가, 53, 170
자아, 43, 189
가가, 90, 167
바사, 53, 163
라바, 87, 154
하파, 85, 172
마타, 63, 193
가파, 53, 163
가파, 72, 196
파아, 62, 144
라마, 67, 155
타다, 53, 163
아카, 84, 185
하파, 43, 172
바사, 62, 156
마하, 67, 147
라하, 89, 163
차가, 59, 152
바다, 87, 199
바타, 65, 190
아자, 64, 148
나차, 45, 183
사나, 45, 161
타가, 88, 170
자바, 41, 184
하다, 41, 145
카아, 54, 184
아라, 49, 189
가다, 89, 142
하라, 90, 177
마파, 61, 164
카나, 45, 141
아자, 90, 189
마차, 73, 186
아마, 87, 177
바나, 66, 171
라다, 70, 144
파마, 52, 172
차마, 43, 170
아나, 66, 169
하바, 73, 193
차라, 42, 194
마가, 86, 176
라파, 92, 146
라차, 50, 196
자마, 74, 190
타마, 86, 184
자마, 82, 158
카마, 60, 141
카마, 77, 147
아자, 52, 190
차아, 92, 157
카사, 65, 168
자가, 49, 187
자자, 40, 144
타라, 92, 181
하차, 56, 170
차하, 78, 146
차자, 50, 195
아하, 56, 199
사나, 46, 160
라파, 80, 184
차파, 43, 142
아다, 47, 177
라자, 86, 161
카타, 67, 160
가바, 97, 144
차다, 47, 167
마나, 63, 162
나라, 64, 144
타차, 87, 165
타파, 49, 152
자파, 65, 170
바다, 90, 193
라아, 54, 142
라아, 80, 191
라아, 68, 154
카라, 72, 180
차아, 46, 186
바자, 40, 199
타라, 94, 140
아가, 73, 145
바타, 80, 170
파바, 91, 194
하자, 44, 192
카라, 50, 176
파마, 77, 182
라타, 69, 154
파타, 56, 150
파사, 83, 180
나자, 74, 163
차아, 46, 191
카하, 52, 172
바라, 40, 190
바자, 50, 148
차차, 72, 154
바자, 72, 148
아자, 93, 181
마가, 70, 154
마카, 41, 173
나하, 98, 190
하마, 59, 142
타다, 87, 160
자마, 94, 161
자사, 50, 164
다사, 90, 179
아라, 94, 159
자가, 78, 151
카하, 41, 188
다카, 77, 164
마라, 40, 190
아타, 91, 150
카라, 99, 147
파마, 46, 169
하마, 97, 145
라다, 48, 150
가하, 71, 158
자바, 43, 154
나카, 45, 192
가아, 73, 182
가차, 62, 162
아가, 53, 196
바사, 80, 157
하가, 96, 189
다카, 90, 146
다라, 55, 195
가가, 88, 164
나타, 75, 143
자자, 65, 156
사바, 66, 148
카나, 56, 159
라타, 90, 157
바카, 40, 144
라아, 51, 153
타하, 95, 189
파마, 93, 150
바카, 62, 170
마마, 42, 140
바하, 89, 188
하하, 98, 149
하타, 47, 191
카라, 62, 170
가타, 51, 198
카라, 63, 148
사라, 95, 194
차파, 91, 170
아마, 73, 145
마라, 85, 175
자바, 46, 164
파파, 53, 142
마자, 41, 175
파카, 98, 191
사사, 87, 141
차바, 52, 156
아하, 56, 170
마차, 88, 158
나바, 98, 194
파하, 55, 187
마하, 94, 140
가가, 94, 187
나나, 74, 179
나차, 98, 186
나마, 77, 199
아아, 65, 189
파사, 90, 184
나마, 70, 195
나카, 47, 190
나나, 95, 192
마마, 41, 146
다파, 70, 193
가카, 45, 177
카아, 52, 156
바다, 71, 195
라자, 99, 155
파파, 61, 176
다마, 72, 147
마카, 55, 170
사라, 84, 196
아타, 71, 148
타타, 53, 166
하아, 88, 174
차나, 83, 153
다마, 60, 171
타바, 73, 193
사마, 97, 195
파바, 95, 175
다나, 73, 180
차파, 94, 186
아마, 81, 149
나마, 62, 184
바아, 86, 173
자바, 66, 199
가사, 50, 198
라차, 41, 167
아아, 57, 153
차차, 42, 174
